time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
8.94,0.0269,-1.7596,-0.584,1.854
8.96,-0.8057,-0.1518,0.0062,0.82
8.98,-0.8416,1.9948,0.5356,2.23
9.0,0.322,3.0683,-0.2646,3.096
9.02,1.1709,2.6111,-1.5225,3.241
9.04,1.3703,0.9553,-1.833,2.48
9.06,1.0055,-0.3336,-0.6442,1.24
9.08,0.336,-1.0085,0.601,1.221
9.1,-0.3465,-1.305,0.7432,1.541
9.12,-0.9756,-1.1323,0.4765,1.569
9.14,-1.5963,-0.4078,0.5017,1.722
9.16,-1.974,0.3121,0.8568,2.174
9.18,-2.0711,0.4336,0.9977,2.339
9.2,-1.8422,0.2963,1.1375,2.185
9.22,-1.2477,0.1411,0.9925,1.601
9.24,-0.9979,0.2736,0.5813,1.187
9.26,-0.5989,0.6067,0.3816,0.934
9.28,-0.1884,0.6616,0.1454,0.703
9.3,-0.2667,0.2914,0.1189,0.413
9.32,-0.8711,0.0532,0.0963,0.878
9.34,-1.319,-0.1658,0.227,1.349
9.36,-1.2834,-0.0796,0.4686,1.369
9.38,-1.5116,0.1582,0.6702,1.661
9.4,-1.5078,0.7258,0.8935,1.897
9.42,-1.2154,1.0846,0.7545,1.795
9.44,-0.9188,0.973,0.4018,1.397
9.46,-0.6691,0.6022,0.3383,0.962
9.48,-0.5848,0.1515,0.3666,0.707
9.5,-0.4547,-0.2691,0.419,0.674
9.52,-0.2755,-0.5186,0.394,0.707
9.54,-0.1758,-0.3273,0.2151,0.429
9.56,-0.0068,0.2169,0.0049,0.217
9.58,0.4224,0.5937,-0.1479,0.744
9.6,0.7479,0.7294,-0.2177,1.067
9.62,0.4523,0.47,0.1298,0.665
9.64,-0.2271,0.2327,0.144,0.356
9.66,-0.5345,-0.3679,-0.2137,0.683
9.68,1.119,-0.6462,-1.1084,1.702
9.7,3.6476,-0.6185,-1.6479,4.05
9.72,4.4579,-0.7205,-1.7258,4.834
9.74,4.1256,-1.463,-2.599,5.091
9.76,3.1892,-1.4901,-2.3015,4.206
